inning,team_name,over_num,batsman_name,bowler,non_striker,extra_type,extra_run,total_run,batsman_run,dismissal_kind,dismissed_player,fielders_name,mergeid
1,India,0,H Deol,NR Sciver,S Mandhana,,0,4,4,,,,398923989
1,India,0,H Deol,NR Sciver,S Mandhana,,0,0,0,,,,398923989
1,India,0,H Deol,NR Sciver,S Mandhana,,0,0,0,,,,398923989
1,India,0,H Deol,NR Sciver,S Mandhana,wides,5,5,0,,,,398923989
1,India,0,H Deol,NR Sciver,S Mandhana,,0,0,0,,,,398923989
1,India,0,H Deol,NR Sciver,S Mandhana,,0,0,0,,,,398923989
1,India,0,H Deol,NR Sciver,S Mandhana,,0,0,0,,,,398923989
1,India,1,S Mandhana,A Shrubsole,H Deol,,0,6,6,,,,398923989
1,India,1,S Mandhana,A Shrubsole,H Deol,,0,0,0,,,,398923989
1,India,1,S Mandhana,A Shrubsole,H Deol,byes,1,1,0,,,,398923989
1,India,1,H Deol,A Shrubsole,S Mandhana,,0,0,0,,,,398923989
1,India,1,H Deol,A Shrubsole,S Mandhana,,0,1,1,,,,398923989
1,India,1,S Mandhana,A Shrubsole,H Deol,,0,6,6,,,,398923989
1,India,2,H Deol,KH Brunt,S Mandhana,,0,0,0,,,,398923989
1,India,2,H Deol,KH Brunt,S Mandhana,,0,1,1,,,,398923989
1,India,2,S Mandhana,KH Brunt,H Deol,,0,0,0,caught,S Mandhana,AE Jones,398923989
1,India,2,JI Rodrigues,KH Brunt,H Deol,,0,2,2,,,,398923989
1,India,2,JI Rodrigues,KH Brunt,H Deol,,0,0,0,,,,398923989
1,India,2,JI Rodrigues,KH Brunt,H Deol,,0,0,0,,,,398923989
1,India,3,H Deol,A Shrubsole,JI Rodrigues,,0,0,0,,,,398923989
1,India,3,H Deol,A Shrubsole,JI Rodrigues,,0,2,2,,,,398923989
1,India,3,H Deol,A Shrubsole,JI Rodrigues,,0,1,1,,,,398923989
1,India,3,JI Rodrigues,A Shrubsole,H Deol,,0,0,0,,,,398923989
1,India,3,JI Rodrigues,A Shrubsole,H Deol,,0,0,0,,,,398923989
1,India,3,JI Rodrigues,A Shrubsole,H Deol,,0,0,0,,,,398923989
1,India,4,H Deol,KH Brunt,JI Rodrigues,,0,0,0,,,,398923989
1,India,4,H Deol,KH Brunt,JI Rodrigues,,0,4,4,,,,398923989
