inning,team_name,over_num,batsman_name,bowler,non_striker,extra_type,extra_run,total_run,batsman_run,dismissal_kind,dismissed_player,fielders_name,mergeid
1,South Africa,0,HM Amla,MM Ali,Q de Kock,,0,0,0,,,,341823418
1,South Africa,0,HM Amla,MM Ali,Q de Kock,wides,1,1,0,,,,341823418
1,South Africa,0,HM Amla,MM Ali,Q de Kock,,0,4,4,,,,341823418
1,South Africa,0,HM Amla,MM Ali,Q de Kock,,0,1,1,,,,341823418
1,South Africa,0,Q de Kock,MM Ali,HM Amla,,0,0,0,,,,341823418
1,South Africa,0,Q de Kock,MM Ali,HM Amla,,0,0,0,,,,341823418
1,South Africa,0,Q de Kock,MM Ali,HM Amla,,0,0,0,,,,341823418
1,South Africa,1,HM Amla,JW Dernbach,Q de Kock,,0,0,0,,,,341823418
1,South Africa,1,HM Amla,JW Dernbach,Q de Kock,,0,6,6,,,,341823418
1,South Africa,1,HM Amla,JW Dernbach,Q de Kock,,0,0,0,,,,341823418
1,South Africa,1,HM Amla,JW Dernbach,Q de Kock,,0,4,4,,,,341823418
1,South Africa,1,HM Amla,JW Dernbach,Q de Kock,wides,1,1,0,,,,341823418
1,South Africa,1,HM Amla,JW Dernbach,Q de Kock,,0,0,0,,,,341823418
1,South Africa,1,HM Amla,JW Dernbach,Q de Kock,,0,0,0,,,,341823418
1,South Africa,2,Q de Kock,MM Ali,HM Amla,,0,1,1,,,,341823418
1,South Africa,2,HM Amla,MM Ali,Q de Kock,,0,4,4,,,,341823418
1,South Africa,2,HM Amla,MM Ali,Q de Kock,,0,0,0,,,,341823418
1,South Africa,2,HM Amla,MM Ali,Q de Kock,,0,0,0,,,,341823418
1,South Africa,2,HM Amla,MM Ali,Q de Kock,,0,6,6,,,,341823418
1,South Africa,2,HM Amla,MM Ali,Q de Kock,,0,0,0,,,,341823418
1,South Africa,3,Q de Kock,JW Dernbach,HM Amla,,0,0,0,,,,341823418
1,South Africa,3,Q de Kock,JW Dernbach,HM Amla,,0,1,1,,,,341823418
1,South Africa,3,HM Amla,JW Dernbach,Q de Kock,,0,1,1,,,,341823418
1,South Africa,3,Q de Kock,JW Dernbach,HM Amla,,0,0,0,,,,341823418
1,South Africa,3,Q de Kock,JW Dernbach,HM Amla,,0,4,4,,,,341823418
1,South Africa,3,Q de Kock,JW Dernbach,HM Amla,,0,1,1,,,,341823418
1,South Africa,4,Q de Kock,TT Bresnan,HM Amla,,0,0,0,,,,341823418
1,South Africa,4,Q de Kock,TT Bresnan,HM Amla,,0,1,1,,,,341823418
1,South Africa,4,HM Amla,TT Bresnan,Q de Kock,,0,0,0,,,,341823418
1,South Africa,4,HM Amla,TT Bresnan,Q de Kock,,0,4,4,,,,341823418
1,South Africa,4,HM Amla,TT Bresnan,Q de Kock,,0,1,1,,,,341823418
1,South Africa,4,Q de Kock,TT Bresnan,HM Amla,,0,1,1,,,,341823418
1,South Africa,5,Q de Kock,CJ Jordan,HM Amla,,0,1,1,,,,341823418
