inning,team_name,over_num,batsman_name,bowler,non_striker,extra_type,extra_run,total_run,batsman_run,dismissal_kind,dismissed_player,fielders_name,mergeid
2,Czech Republic,0,S Davizi,Bilal Zalmai,Hilal Ahmad,,0,0,0,bowled,S Davizi,,31539231539
2,Czech Republic,0,A Ashokan,Bilal Zalmai,Hilal Ahmad,,0,0,0,,,,31539231539
2,Czech Republic,0,A Ashokan,Bilal Zalmai,Hilal Ahmad,,0,1,1,,,,31539231539
2,Czech Republic,0,Hilal Ahmad,Bilal Zalmai,A Ashokan,,0,0,0,,,,31539231539
2,Czech Republic,0,Hilal Ahmad,Bilal Zalmai,A Ashokan,,0,0,0,,,,31539231539
2,Czech Republic,0,Hilal Ahmad,Bilal Zalmai,A Ashokan,,0,1,1,,,,31539231539
2,Czech Republic,1,Hilal Ahmad,Sahel Zadran,A Ashokan,legbyes,1,1,0,,,,31539231539
2,Czech Republic,1,A Ashokan,Sahel Zadran,Hilal Ahmad,,0,0,0,,,,31539231539
2,Czech Republic,1,A Ashokan,Sahel Zadran,Hilal Ahmad,,0,2,2,,,,31539231539
2,Czech Republic,1,A Ashokan,Sahel Zadran,Hilal Ahmad,,0,1,1,,,,31539231539
2,Czech Republic,1,Hilal Ahmad,Sahel Zadran,A Ashokan,wides,1,1,0,,,,31539231539
2,Czech Republic,1,Hilal Ahmad,Sahel Zadran,A Ashokan,,0,2,2,,,,31539231539
2,Czech Republic,1,Hilal Ahmad,Sahel Zadran,A Ashokan,,0,0,0,,,,31539231539
2,Czech Republic,2,A Ashokan,Bilal Zalmai,Hilal Ahmad,,0,1,1,,,,31539231539
2,Czech Republic,2,Hilal Ahmad,Bilal Zalmai,A Ashokan,,0,1,1,,,,31539231539
2,Czech Republic,2,A Ashokan,Bilal Zalmai,Hilal Ahmad,,0,1,1,,,,31539231539
2,Czech Republic,2,Hilal Ahmad,Bilal Zalmai,A Ashokan,,0,1,1,,,,31539231539
2,Czech Republic,2,A Ashokan,Bilal Zalmai,Hilal Ahmad,,0,0,0,,,,31539231539
2,Czech Republic,2,A Ashokan,Bilal Zalmai,Hilal Ahmad,,0,1,1,,,,31539231539
2,Czech Republic,3,A Ashokan,Sahel Zadran,Hilal Ahmad,,0,2,2,,,,31539231539
2,Czech Republic,3,A Ashokan,Sahel Zadran,Hilal Ahmad,,0,0,0,,,,31539231539
2,Czech Republic,3,A Ashokan,Sahel Zadran,Hilal Ahmad,,0,1,1,,,,31539231539
2,Czech Republic,3,Hilal Ahmad,Sahel Zadran,A Ashokan,,0,0,0,caught,Hilal Ahmad,Razmal Shigiwal,31539231539
2,Czech Republic,3,EB Knowles,Sahel Zadran,A Ashokan,,0,2,2,,,,31539231539
2,Czech Republic,3,EB Knowles,Sahel Zadran,A Ashokan,legbyes,1,1,0,,,,31539231539
2,Czech Republic,4,EB Knowles,Aqib Iqbal,A Ashokan,,0,0,0,bowled,EB Knowles,,31539231539
2,Czech Republic,4,S Wickramasekara,Aqib Iqbal,A Ashokan,,0,2,2,,,,31539231539
2,Czech Republic,4,S Wickramasekara,Aqib Iqbal,A Ashokan,,0,0,0,,,,31539231539
2,Czech Republic,4,S Wickramasekara,Aqib Iqbal,A Ashokan,,0,1,1,,,,31539231539
2,Czech Republic,4,A Ashokan,Aqib Iqbal,S Wickramasekara,,0,0,0,,,,31539231539
2,Czech Republic,4,A Ashokan,Aqib Iqbal,S Wickramasekara,,0,0,0,,,,31539231539
2,Czech Republic,5,S Wickramasekara,Sahel Zadran,A Ashokan,,0,1,1,,,,31539231539
2,Czech Republic,5,A Ashokan,Sahel Zadran,S Wickramasekara,,0,0,0,caught,A Ashokan,N Wijesekera,31539231539
2,Czech Republic,5,K Mendon,Sahel Zadran,S Wickramasekara,,0,0,0,,,,31539231539
2,Czech Republic,5,K Mendon,Sahel Zadran,S Wickramasekara,,0,0,0,,,,31539231539
2,Czech Republic,5,K Mendon,Sahel Zadran,S Wickramasekara,,0,0,0,,,,31539231539
2,Czech Republic,5,K Mendon,Sahel Zadran,S Wickramasekara,,0,0,0,,,,31539231539
2,Czech Republic,6,S Wickramasekara,LP Kasturiarachchige,K Mendon,,0,0,0,lbw,S Wickramasekara,,31539231539
2,Czech Republic,6,P Taylor,LP Kasturiarachchige,K Mendon,legbyes,1,1,0,,,,31539231539
2,Czech Republic,6,K Mendon,LP Kasturiarachchige,P Taylor,,0,2,2,,,,31539231539
2,Czech Republic,6,K Mendon,LP Kasturiarachchige,P Taylor,,0,1,1,,,,31539231539
2,Czech Republic,6,P Taylor,LP Kasturiarachchige,K Mendon,,0,1,1,,,,31539231539
2,Czech Republic,6,K Mendon,LP Kasturiarachchige,P Taylor,,0,0,0,,,,31539231539
2,Czech Republic,7,P Taylor,Bilal Zalmai,K Mendon,wides,1,1,0,,,,31539231539
2,Czech Republic,7,P Taylor,Bilal Zalmai,K Mendon,,0,1,1,,,,31539231539
2,Czech Republic,7,K Mendon,Bilal Zalmai,P Taylor,,0,0,0,,,,31539231539
2,Czech Republic,7,K Mendon,Bilal Zalmai,P Taylor,,0,0,0,,,,31539231539
2,Czech Republic,7,K Mendon,Bilal Zalmai,P Taylor,,0,1,1,,,,31539231539
2,Czech Republic,7,P Taylor,Bilal Zalmai,K Mendon,,0,0,0,,,,31539231539
2,Czech Republic,7,P Taylor,Bilal Zalmai,K Mendon,,0,2,2,,,,31539231539
2,Czech Republic,8,K Mendon,LP Kasturiarachchige,P Taylor,,0,0,0,,,,31539231539
2,Czech Republic,8,K Mendon,LP Kasturiarachchige,P Taylor,,0,0,0,,,,31539231539
