inning,team_name,over_num,batsman_name,bowler,non_striker,extra_type,extra_run,total_run,batsman_run,dismissal_kind,dismissed_player,fielders_name,mergeid
2,Nigeria,0,D Ajekun,NN Odhiambo,CN Onwuzulike,,0,0,0,,,,31683231683
2,Nigeria,0,D Ajekun,NN Odhiambo,CN Onwuzulike,,0,1,1,,,,31683231683
2,Nigeria,0,CN Onwuzulike,NN Odhiambo,D Ajekun,,0,4,4,,,,31683231683
2,Nigeria,0,CN Onwuzulike,NN Odhiambo,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,0,CN Onwuzulike,NN Odhiambo,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,0,CN Onwuzulike,NN Odhiambo,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,1,D Ajekun,SO Ngoche,CN Onwuzulike,,0,0,0,,,,31683231683
2,Nigeria,1,D Ajekun,SO Ngoche,CN Onwuzulike,,0,1,1,,,,31683231683
2,Nigeria,1,CN Onwuzulike,SO Ngoche,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,1,CN Onwuzulike,SO Ngoche,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,1,CN Onwuzulike,SO Ngoche,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,1,CN Onwuzulike,SO Ngoche,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,2,D Ajekun,NN Odhiambo,CN Onwuzulike,,0,1,1,,,,31683231683
2,Nigeria,2,CN Onwuzulike,NN Odhiambo,D Ajekun,,0,1,1,,,,31683231683
2,Nigeria,2,D Ajekun,NN Odhiambo,CN Onwuzulike,,0,0,0,,,,31683231683
2,Nigeria,2,D Ajekun,NN Odhiambo,CN Onwuzulike,,0,1,1,,,,31683231683
2,Nigeria,2,CN Onwuzulike,NN Odhiambo,D Ajekun,,0,2,2,,,,31683231683
2,Nigeria,2,CN Onwuzulike,NN Odhiambo,D Ajekun,,0,0,0,caught,CN Onwuzulike,DS Wesonga,31683231683
2,Nigeria,3,D Ajekun,SO Ngoche,JO Adedeji,,0,0,0,,,,31683231683
2,Nigeria,3,D Ajekun,SO Ngoche,JO Adedeji,,0,0,0,,,,31683231683
2,Nigeria,3,D Ajekun,SO Ngoche,JO Adedeji,,0,1,1,,,,31683231683
2,Nigeria,3,JO Adedeji,SO Ngoche,D Ajekun,,0,0,0,stumped,JO Adedeji,IA Karim,31683231683
2,Nigeria,3,AJ Ayannaike,SO Ngoche,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,3,AJ Ayannaike,SO Ngoche,D Ajekun,,0,3,3,,,,31683231683
2,Nigeria,4,AJ Ayannaike,NN Odhiambo,D Ajekun,,0,1,1,,,,31683231683
2,Nigeria,4,D Ajekun,NN Odhiambo,AJ Ayannaike,,0,0,0,,,,31683231683
2,Nigeria,4,D Ajekun,NN Odhiambo,AJ Ayannaike,,0,1,1,,,,31683231683
2,Nigeria,4,AJ Ayannaike,NN Odhiambo,D Ajekun,,0,0,0,,,,31683231683
2,Nigeria,4,AJ Ayannaike,NN Odhiambo,D Ajekun,,0,1,1,,,,31683231683
2,Nigeria,4,D Ajekun,NN Odhiambo,AJ Ayannaike,,0,0,0,,,,31683231683
