inning,team_name,over_num,batsman_name,bowler,non_striker,extra_type,extra_run,total_run,batsman_run,dismissal_kind,dismissed_player,fielders_name,mergeid
1,Australia,0,DA Warner,LL Tsotsobe,MS Wade,,0,0,0,,,,318923189
1,Australia,0,DA Warner,LL Tsotsobe,MS Wade,,0,0,0,,,,318923189
1,Australia,0,DA Warner,LL Tsotsobe,MS Wade,,0,0,0,,,,318923189
1,Australia,0,DA Warner,LL Tsotsobe,MS Wade,wides,1,1,0,,,,318923189
1,Australia,0,DA Warner,LL Tsotsobe,MS Wade,wides,1,1,0,,,,318923189
1,Australia,0,DA Warner,LL Tsotsobe,MS Wade,legbyes,1,1,0,,,,318923189
1,Australia,0,MS Wade,LL Tsotsobe,DA Warner,,0,0,0,,,,318923189
1,Australia,0,MS Wade,LL Tsotsobe,DA Warner,,0,0,0,,,,318923189
1,Australia,1,DA Warner,M Morkel,MS Wade,,0,0,0,,,,318923189
1,Australia,1,DA Warner,M Morkel,MS Wade,,0,0,0,,,,318923189
1,Australia,1,DA Warner,M Morkel,MS Wade,,0,0,0,,,,318923189
1,Australia,1,DA Warner,M Morkel,MS Wade,,0,0,0,,,,318923189
1,Australia,1,DA Warner,M Morkel,MS Wade,,0,0,0,caught,DA Warner,CA Ingram,318923189
1,Australia,1,MS Wade,M Morkel,SE Marsh,,0,1,1,,,,318923189
1,Australia,2,MS Wade,LL Tsotsobe,SE Marsh,,0,0,0,,,,318923189
1,Australia,2,MS Wade,LL Tsotsobe,SE Marsh,,0,1,1,,,,318923189
1,Australia,2,SE Marsh,LL Tsotsobe,MS Wade,,0,0,0,,,,318923189
1,Australia,2,SE Marsh,LL Tsotsobe,MS Wade,,0,1,1,,,,318923189
1,Australia,2,MS Wade,LL Tsotsobe,SE Marsh,,0,0,0,,,,318923189
1,Australia,2,MS Wade,LL Tsotsobe,SE Marsh,,0,1,1,,,,318923189
1,Australia,3,MS Wade,M Morkel,SE Marsh,wides,1,1,0,,,,318923189
1,Australia,3,MS Wade,M Morkel,SE Marsh,,0,0,0,,,,318923189
1,Australia,3,MS Wade,M Morkel,SE Marsh,,0,1,1,,,,318923189
1,Australia,3,SE Marsh,M Morkel,MS Wade,,0,0,0,,,,318923189
