inning,team_name,over_num,batsman_name,bowler,non_striker,extra_type,extra_run,total_run,batsman_run,dismissal_kind,dismissed_player,fielders_name,mergeid
1,India,0,V Kohli,WD Parnell,M Vijay,legbyes,1,1,0,,,,317723177
1,India,0,M Vijay,WD Parnell,V Kohli,,0,0,0,,,,317723177
1,India,0,M Vijay,WD Parnell,V Kohli,,0,0,0,,,,317723177
1,India,0,M Vijay,WD Parnell,V Kohli,,0,4,4,,,,317723177
1,India,0,M Vijay,WD Parnell,V Kohli,wides,1,1,0,,,,317723177
1,India,0,M Vijay,WD Parnell,V Kohli,,0,4,4,,,,317723177
1,India,0,M Vijay,WD Parnell,V Kohli,,0,1,1,,,,317723177
1,India,1,M Vijay,M Ntini,V Kohli,,0,0,0,,,,317723177
1,India,1,M Vijay,M Ntini,V Kohli,,0,0,0,,,,317723177
1,India,1,M Vijay,M Ntini,V Kohli,,0,4,4,,,,317723177
1,India,1,M Vijay,M Ntini,V Kohli,,0,0,0,,,,317723177
1,India,1,M Vijay,M Ntini,V Kohli,,0,1,1,,,,317723177
1,India,1,V Kohli,M Ntini,M Vijay,,0,1,1,,,,317723177
1,India,2,V Kohli,WD Parnell,M Vijay,,0,0,0,,,,317723177
1,India,2,V Kohli,WD Parnell,M Vijay,,0,1,1,,,,317723177
1,India,2,M Vijay,WD Parnell,V Kohli,,0,0,0,,,,317723177
1,India,2,M Vijay,WD Parnell,V Kohli,,0,0,0,caught,M Vijay,MN van Wyk,317723177
1,India,2,V Kohli,WD Parnell,RG Sharma,,0,4,4,,,,317723177
1,India,2,V Kohli,WD Parnell,RG Sharma,,0,0,0,,,,317723177
1,India,3,RG Sharma,J Theron,V Kohli,,0,0,0,,,,317723177
1,India,3,RG Sharma,J Theron,V Kohli,,0,0,0,,,,317723177
1,India,3,RG Sharma,J Theron,V Kohli,,0,1,1,,,,317723177
1,India,3,V Kohli,J Theron,RG Sharma,,0,4,4,,,,317723177
1,India,3,V Kohli,J Theron,RG Sharma,,0,1,1,,,,317723177
1,India,3,RG Sharma,J Theron,V Kohli,,0,1,1,,,,317723177
1,India,4,RG Sharma,M Ntini,V Kohli,,0,4,4,,,,317723177
1,India,4,RG Sharma,M Ntini,V Kohli,,0,1,1,,,,317723177
1,India,4,V Kohli,M Ntini,RG Sharma,,0,4,4,,,,317723177
1,India,4,V Kohli,M Ntini,RG Sharma,,0,4,4,,,,317723177
1,India,4,V Kohli,M Ntini,RG Sharma,,0,1,1,,,,317723177
1,India,4,RG Sharma,M Ntini,V Kohli,,0,6,6,,,,317723177
1,India,5,V Kohli,J Theron,RG Sharma,,0,1,1,,,,317723177
1,India,5,RG Sharma,J Theron,V Kohli,,0,0,0,,,,317723177
1,India,5,RG Sharma,J Theron,V Kohli,,0,4,4,,,,317723177
1,India,5,RG Sharma,J Theron,V Kohli,,0,1,1,,,,317723177
1,India,5,V Kohli,J Theron,RG Sharma,,0,1,1,,,,317723177
1,India,5,RG Sharma,J Theron,V Kohli,,0,1,1,,,,317723177
1,India,6,RG Sharma,RJ Peterson,V Kohli,,0,1,1,,,,317723177
1,India,6,V Kohli,RJ Peterson,RG Sharma,,0,1,1,,,,317723177
1,India,6,RG Sharma,RJ Peterson,V Kohli,,0,2,2,,,,317723177
1,India,6,RG Sharma,RJ Peterson,V Kohli,,0,1,1,,,,317723177
1,India,6,V Kohli,RJ Peterson,RG Sharma,,0,0,0,,,,317723177
1,India,6,V Kohli,RJ Peterson,RG Sharma,,0,1,1,,,,317723177
1,India,7,V Kohli,J Botha,RG Sharma,,0,0,0,,,,317723177
1,India,7,V Kohli,J Botha,RG Sharma,,0,4,4,,,,317723177
1,India,7,V Kohli,J Botha,RG Sharma,,0,0,0,bowled,V Kohli,,317723177
1,India,7,Yuvraj Singh,J Botha,RG Sharma,,0,1,1,,,,317723177
1,India,7,RG Sharma,J Botha,Yuvraj Singh,,0,1,1,,,,317723177
1,India,7,Yuvraj Singh,J Botha,RG Sharma,,0,0,0,,,,317723177
1,India,8,RG Sharma,RJ Peterson,Yuvraj Singh,,0,1,1,,,,317723177
1,India,8,Yuvraj Singh,RJ Peterson,RG Sharma,,0,1,1,,,,317723177
1,India,8,RG Sharma,RJ Peterson,Yuvraj Singh,,0,1,1,,,,317723177
1,India,8,Yuvraj Singh,RJ Peterson,RG Sharma,,0,1,1,,,,317723177
1,India,8,RG Sharma,RJ Peterson,Yuvraj Singh,,0,1,1,,,,317723177
1,India,8,Yuvraj Singh,RJ Peterson,RG Sharma,,0,4,4,,,,317723177
1,India,9,RG Sharma,J Botha,Yuvraj Singh,,0,0,0,,,,317723177
1,India,9,RG Sharma,J Botha,Yuvraj Singh,,0,1,1,,,,317723177
1,India,9,Yuvraj Singh,J Botha,RG Sharma,,0,0,0,,,,317723177
1,India,9,Yuvraj Singh,J Botha,RG Sharma,,0,1,1,,,,317723177
1,India,9,RG Sharma,J Botha,Yuvraj Singh,,0,0,0,,,,317723177
