inning,team_name,over_num,batsman_name,bowler,non_striker,extra_type,extra_run,total_run,batsman_run,dismissal_kind,dismissed_player,fielders_name,mergeid
2,Bermuda,0,OGL Bascome,A Morris,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,0,OGL Bascome,A Morris,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,0,OGL Bascome,A Morris,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,0,OGL Bascome,A Morris,TS Fray,,0,4,4,,,,31241231241
2,Bermuda,0,OGL Bascome,A Morris,TS Fray,,0,1,1,,,,31241231241
2,Bermuda,0,TS Fray,A Morris,OGL Bascome,,0,0,0,,,,31241231241
2,Bermuda,1,OGL Bascome,KR Ebanks,TS Fray,,0,4,4,,,,31241231241
2,Bermuda,1,OGL Bascome,KR Ebanks,TS Fray,,0,1,1,,,,31241231241
2,Bermuda,1,TS Fray,KR Ebanks,OGL Bascome,,0,0,0,,,,31241231241
2,Bermuda,1,TS Fray,KR Ebanks,OGL Bascome,,0,1,1,,,,31241231241
2,Bermuda,1,OGL Bascome,KR Ebanks,TS Fray,,0,4,4,,,,31241231241
2,Bermuda,1,OGL Bascome,KR Ebanks,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,2,TS Fray,A Morris,OGL Bascome,,0,4,4,,,,31241231241
2,Bermuda,2,TS Fray,A Morris,OGL Bascome,,0,0,0,,,,31241231241
2,Bermuda,2,TS Fray,A Morris,OGL Bascome,,0,0,0,,,,31241231241
2,Bermuda,2,TS Fray,A Morris,OGL Bascome,,0,1,1,,,,31241231241
2,Bermuda,2,OGL Bascome,A Morris,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,2,OGL Bascome,A Morris,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,3,TS Fray,Z McLaughlin,OGL Bascome,,0,1,1,,,,31241231241
2,Bermuda,3,OGL Bascome,Z McLaughlin,TS Fray,,0,4,4,,,,31241231241
2,Bermuda,3,OGL Bascome,Z McLaughlin,TS Fray,,0,0,0,bowled,OGL Bascome,,31241231241
2,Bermuda,3,DAP Darrell,Z McLaughlin,TS Fray,,0,1,1,,,,31241231241
2,Bermuda,3,TS Fray,Z McLaughlin,DAP Darrell,,0,0,0,,,,31241231241
2,Bermuda,3,TS Fray,Z McLaughlin,DAP Darrell,,0,0,0,,,,31241231241
2,Bermuda,4,DAP Darrell,AF Ifill,TS Fray,,0,1,1,,,,31241231241
2,Bermuda,4,TS Fray,AF Ifill,DAP Darrell,,0,1,1,,,,31241231241
2,Bermuda,4,DAP Darrell,AF Ifill,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,4,DAP Darrell,AF Ifill,TS Fray,,0,0,0,caught and bowled,DAP Darrell,,31241231241
2,Bermuda,4,KS Leverock,AF Ifill,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,4,KS Leverock,AF Ifill,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,5,TS Fray,Z McLaughlin,KS Leverock,,0,1,1,,,,31241231241
2,Bermuda,5,KS Leverock,Z McLaughlin,TS Fray,legbyes,1,1,0,,,,31241231241
2,Bermuda,5,TS Fray,Z McLaughlin,KS Leverock,,0,0,0,,,,31241231241
2,Bermuda,5,TS Fray,Z McLaughlin,KS Leverock,,0,1,1,,,,31241231241
2,Bermuda,5,KS Leverock,Z McLaughlin,TS Fray,,0,1,1,,,,31241231241
2,Bermuda,5,TS Fray,Z McLaughlin,KS Leverock,,0,0,0,,,,31241231241
2,Bermuda,6,KS Leverock,AF Ifill,TS Fray,,0,2,2,,,,31241231241
2,Bermuda,6,KS Leverock,AF Ifill,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,6,KS Leverock,AF Ifill,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,6,KS Leverock,AF Ifill,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,6,KS Leverock,AF Ifill,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,6,KS Leverock,AF Ifill,TS Fray,,0,0,0,,,,31241231241
2,Bermuda,7,TS Fray,Z McLaughlin,KS Leverock,,0,0,0,stumped,TS Fray,OR Willis,31241231241
2,Bermuda,7,AC Douglas,Z McLaughlin,KS Leverock,,0,0,0,,,,31241231241
2,Bermuda,7,AC Douglas,Z McLaughlin,KS Leverock,,0,6,6,,,,31241231241
2,Bermuda,7,AC Douglas,Z McLaughlin,KS Leverock,,0,6,6,,,,31241231241
2,Bermuda,7,AC Douglas,Z McLaughlin,KS Leverock,,0,0,0,,,,31241231241
2,Bermuda,7,AC Douglas,Z McLaughlin,KS Leverock,,0,0,0,,,,31241231241
2,Bermuda,8,KS Leverock,C Wright,AC Douglas,,0,0,0,,,,31241231241
2,Bermuda,8,KS Leverock,C Wright,AC Douglas,,0,0,0,,,,31241231241
2,Bermuda,8,KS Leverock,C Wright,AC Douglas,,0,2,2,,,,31241231241
2,Bermuda,8,KS Leverock,C Wright,AC Douglas,,0,1,1,,,,31241231241
2,Bermuda,8,AC Douglas,C Wright,KS Leverock,,0,0,0,,,,31241231241
2,Bermuda,8,AC Douglas,C Wright,KS Leverock,,0,4,4,,,,31241231241
2,Bermuda,9,KS Leverock,T Taylor,AC Douglas,,0,4,4,,,,31241231241
2,Bermuda,9,KS Leverock,T Taylor,AC Douglas,wides,1,1,0,,,,31241231241
2,Bermuda,9,KS Leverock,T Taylor,AC Douglas,,0,0,0,,,,31241231241
2,Bermuda,9,KS Leverock,T Taylor,AC Douglas,,0,0,0,,,,31241231241
2,Bermuda,9,KS Leverock,T Taylor,AC Douglas,,0,6,6,,,,31241231241
